UNQ_ID,AGE RANGE,GENDER,NCSS_B03A,NCSS_B03B,NCSS_B04,NCSS_B05,EVENT,PARTICIPATION,PART_ROLE,AFFILIATION,Process_E_LS,Process_E_EX,Process_E_CT,Pre_MR1,Post_MR1,X_MR1,Pre_MR2,Post_MR2,X_MR2,Pre_MR3,Post_MR3,X_MR3,Pre_MR4,Post_MR4,X_MR4,Pre_MR5,Post_MR5,X_MR5,Pre_AT_PT1,Pre_AT_PT2,Pre_AT_PT3,Pre_AT_WT5,Pre_AT_CT1,Pre_AT_CT2,Pre_AT_CT3,Pre_AT_CT4,Pre_AT_LA1,Pre_AT_LA2,Pre_AT_LA3,Pre_AT_SC6,Pre_ST_SD1,Pre_ST_SD2,Pre_ST_SD3,Pre_ST_SD4,Pre_NCSS_P2,Pre_AT_WT2,Pre_AT_WT3,Pre_AT_WT4,Pre_AT_LA4,Pre_AT_WT1,Pre_AT_CT5,Pre_AT_LA5,Pre_AT_SC2,Pre_ST_SD5,Pre_ST_SR2,Pre_ST_SR1,Pre_ST_SR3,Pre_ST_SR4,Pre_ST_SR5,Pre_NCSS_P1,Pre_NCSS_P3,Pre_NCSS_P4,Pre_NCSS_P5,Pre_AT_SC1,Pre_AT_SC3,Pre_AT_SC4,Pre_AT_SC5,Post_AT_PT1,Post_AT_PT2,Post_AT_PT3,Post_AT_WT5,Post_AT_CT1,Post_AT_CT2,Post_AT_CT3,Post_AT_CT4,Post_AT_LA1,Post_AT_LA2,Post_AT_LA3,Post_ST_SD1,Post_ST_SD2,Post_ST_SD3,Post_ST_SD4,Post_AT_SC6,Post_NCSS_P2,Post_AT_WT2,Post_AT_WT3,Post_AT_WT4,Post_AT_LA4,Post_AT_WT1,Post_AT_CT5,Post_AT_LA5,Post_AT_SC2,Post_ST_SD5,Post_ST_SR2,Post_ST_SR1,Post_ST_SR3,Post_ST_SR4,Post_ST_SR5,Post_NCSS_P1,Post_NCSS_P3,Post_NCSS_P4,Post_NCSS_P5,Post_AT_SC1,Post_AT_SC3,Post_AT_SC4,Post_AT_SC5
DC30CAAC,25-34 years old,Female,Yes,Friend,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Philippines,3,3,3,3.75,3.75,0,3.4,3.4,0,4.7,4.7,0,3.5,3.5,0,5,5,0,4,4,4,1,2,5,5,3,4,4,4,5,5,4,4,2,3,4,4,1,5,5,5,5,5,2,5,5,5,5,5,4,4,4,2,5,5,5,5,4,4,4,1,2,5,5,3,4,4,4,5,4,4,2,5,3,4,4,1,5,5,5,5,5,2,5,5,5,5,5,4,4,4,2,5,5,5,5
F6EB7824,25-34 years old,Female,Yes,Friend,Yes,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,3.6875,3.6875,0,2.2,2.2,0,4.1,4.1,0,4.25,4.25,0,2.5,2.5,0,4,5,5,5,4,2,5,2,3,2,2,2,5,5,4,4,2,1,4,2,2,5,4,5,2,2,5,5,5,4,4,3,5,4,5,2,4,2,2,4,5,5,5,4,2,5,2,3,2,2,5,5,4,4,2,2,1,4,2,2,5,4,5,2,2,5,5,5,4,4,3,5,4,5,2,4,2,2
452C27BD,25-34 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,2.875,2.875,0,2.6,2.6,0,3.9,3.9,0,4,4,0,1.75,1.75,0,2,3,2,4,1,2,5,2,5,3,2,2,4,4,2,3,1,1,4,2,5,5,4,5,2,2,5,4,3,5,4,5,1,5,5,2,2,1,2,2,3,2,4,1,2,5,2,5,3,2,4,4,2,3,2,1,1,4,2,5,5,4,5,2,2,5,4,3,5,4,5,1,5,5,2,2,1,2
C609CBFE,25-34 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Philippines,5,5,5,3.8125,3.8125,0,2.8,2.8,0,4.4,4.4,0,3.75,3.75,0,3.5,3.5,0,5,3,4,3,3,4,5,2,5,3,3,3,5,5,5,3,3,2,3,2,4,5,3,4,5,5,5,3,5,5,4,4,3,4,4,3,3,3,5,5,3,4,3,3,4,5,2,5,3,3,5,5,5,3,3,3,2,3,2,4,5,3,4,5,5,5,3,5,5,4,4,3,4,4,3,3,3,5
56713014,25-34 years old,Female,No,Not Applicable,No,7 Polytechnic,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Thailand,4,5,5,3.1875,3.1875,0,3.4,3.4,0,3.7,3.7,0,3,3,0,3,3,0,4,4,4,3,4,4,4,2,4,2,2,3,2,3,3,3,4,3,3,4,3,4,4,3,2,4,4,5,4,4,3,4,2,3,3,4,5,2,1,4,4,4,3,4,4,4,2,4,2,2,2,3,3,3,3,4,3,3,4,3,4,4,3,2,4,4,5,4,4,3,4,2,3,3,4,5,2,1
E21AD9ED,25-34 years old,Female,No,Friend,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Myanmar,3,2,2,2.75,3.1875,0.4375,2.4,2.4,0,3.3,3.2,-0.1,3.75,3.75,0,3.25,3,-0.25,3,3,3,2,2,3,2,2,3,3,4,3,3,2,3,3,2,3,3,1,3,3,3,4,3,3,3,3,3,3,5,5,1,4,5,4,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,5,3,3,3,3,3,3,3,3,3,5,2,4,4,3,3,3,3
BD57AE21,25-34 years old,Female,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,4,4,4,2.625,2.625,0,2.8,2.8,0,3.7,3.7,0,2.5,2.5,0,3,3,0,1,4,3,5,1,1,3,1,5,2,3,3,1,3,3,3,2,1,5,2,4,5,3,5,3,4,3,3,5,3,3,1,3,1,5,3,2,2,5,1,4,3,5,1,1,3,1,5,2,3,1,3,3,3,3,2,1,5,2,4,5,3,5,3,4,3,3,5,3,3,1,3,1,5,3,2,2,5
FC854A6A,35-44 years old,Female,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,3,3,3,2.6875,2.6875,0,2.6,2.6,0,3.1,3.1,0,3.25,3.25,0,3,3,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,5,2,3,4,3,3,3,3,3,3,3,3,3,5,4,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,5,2,3,4,3,3,3,3,3,3,3,3,3,5,4,2,2,3,3,3,3
7F326D86,35-44 years old,Female,No,"Family Member, Friend, Colleague, Classmate, Partner (BF/GF)",No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Vietnam,5,3,3,3.4375,3.4375,0,3.2,3.2,0,3.9,3.9,0,3.75,3.75,0,4.5,4.5,0,3,3,5,3,5,3,3,2,5,3,2,3,5,3,4,3,2,2,5,3,4,5,1,5,4,4,5,3,5,3,4,5,5,1,4,3,5,5,5,3,3,5,3,5,3,3,2,5,3,2,5,3,4,3,3,2,2,5,3,4,5,1,5,4,4,5,3,5,3,4,5,5,1,4,3,5,5,5
26E7443C,35-44 years old,Female,No,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Myanmar,4,4,4,2.9375,3.6875,0.75,2.4,3,0.6,3.8,3.8,0,3.75,4,0.25,3,2.75,-0.25,3,3,3,2,2,2,4,1,3,2,3,4,4,4,4,3,1,1,5,3,2,5,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,2,2,3,4,5,4,4,4,4,1,3,4,4,4,4,3,3,5,2,1,5,3,4,5,4,4,3,3,4,4,4,4,3,4,4,3,5,5,3,1,2
6600535A,35-44 years old,Female,No,Not Applicable,No,3 Lower Secondary School,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 km,Race Competitor - Myanmar,4,4,4,4.875,4.875,0,4.2,4.2,0,4.7,4.7,0,5,5,0,4.5,4.5,0,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,2,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,2,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
DE28C71F,35-44 years old,Female,Yes,Family Member,Yes,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 7.0 KM,Race Competitor - Myanmar,2,3,3,3.5,3.5,0,2.6,2.6,0,3.8,3.8,0,4.25,4.25,0,2.5,2.5,0,3,4,4,3,2,4,5,3,3,4,4,4,4,3,3,3,3,1,4,1,4,5,2,4,5,3,4,4,4,4,3,5,4,4,4,2,3,3,2,3,4,4,3,2,4,5,3,3,4,4,4,3,3,3,4,3,1,4,1,4,5,2,4,5,3,4,4,4,4,3,5,4,4,4,2,3,3,2
7A0280B8,35-44 years old,Male,Yes,Family Member,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - China,4,5,4,3,3,0,2.8,2.8,0,4.6,4.6,0,4,4,0,3.25,3.25,0,3,1,4,3,3,3,3,1,5,3,4,2,3,3,3,4,2,1,4,3,4,4,5,5,3,4,5,5,5,5,5,3,3,5,5,5,3,3,2,3,1,4,3,3,3,3,1,5,3,4,3,3,3,4,2,2,1,4,3,4,4,5,5,3,4,5,5,5,5,5,3,3,5,5,5,3,3,2
89F0256A,35-44 years old,Male,No,Colleague,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
04B4F5BD,35-44 years old,Male,Yes,Friend,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Thailand,5,5,5,3.875,3.875,0,3.6,3.6,0,4.2,4.2,0,4.75,4.75,0,3.75,3.75,0,5,5,5,3,3,5,5,3,4,3,3,2,3,5,5,3,5,1,5,2,5,5,1,5,5,3,5,5,4,5,4,4,5,5,5,4,5,3,3,5,5,5,3,3,5,5,3,4,3,3,3,5,5,3,2,5,1,5,2,5,5,1,5,5,3,5,5,4,5,4,4,5,5,5,4,5,3,3
E6752CAE,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - China,4,4,4,2.75,2.75,0,3,3,0,4.4,4.4,0,4.25,4.25,0,3.75,3.75,0,3,4,4,4,2,2,2,2,2,3,2,3,4,4,2,1,3,3,4,3,2,5,4,5,3,4,5,5,5,4,4,5,5,3,4,3,3,5,4,3,4,4,4,2,2,2,2,2,3,2,4,4,2,1,3,3,3,4,3,2,5,4,5,3,4,5,5,5,4,4,5,5,3,4,3,3,5,4
DF8A66A1,35-44 years old,Female,Yes,Friend,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Philippines,5,5,5,3,3,0,2.8,2.8,0,3,3,0,3.5,3.5,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3
5964D4A5,35-44 years old,Female,Yes,Family Member,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Philippines,4,4,4,3.6875,3.6875,0,3,3,0,4.2,4.2,0,4.25,4.25,0,2.75,2.75,0,3,3,3,3,3,3,4,4,3,3,3,4,5,5,5,5,3,3,3,3,3,4,5,4,5,1,5,5,5,5,3,4,5,4,4,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,5,5,5,5,4,3,3,3,3,3,4,5,4,5,1,5,5,5,5,3,4,5,4,4,2,3,3,3
C9A339A2,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,2.6875,2.75,0.0625,2.8,2.8,0,4.2,4.5,0.3,3,3.25,0.25,2.5,2.5,0,4,4,2,3,2,1,4,2,2,4,2,2,3,4,2,2,2,2,4,2,4,4,4,5,5,4,5,5,4,4,2,4,2,2,4,2,2,4,2,5,2,2,3,2,1,4,2,4,4,2,3,4,2,2,2,2,2,4,2,4,5,4,5,5,5,5,4,5,4,3,4,1,4,4,2,2,4,2
AB5087DD,35-44 years old,Female,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Myanmar,3,3,3,2.6875,2.6875,0,2.6,2.6,0,3.1,3.1,0,3.25,3.25,0,3,3,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,5,2,3,4,3,3,3,3,3,3,3,3,3,5,4,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,5,2,3,4,3,3,3,3,3,3,3,3,3,5,4,2,2,3,3,3,3
E6C2DE40,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 30.0 KM,Race Competitor - Singapore,3,3,3,4.5625,3,-1.5625,4.6,3.4,-1.2,4.6,3.2,-1.4,4.25,3,-1.25,4.5,3.5,-1,4,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,4,5,1,5,5,5,5,5,5,5,5,4,4,4,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5
53415859,35-44 years old,Female,Yes,Friend,Yes,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - China,5,5,5,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
8E45F5C8,35-44 years old,Female,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 30.0 KM,Race Competitor - Myanmar,3,3,3,4.125,4.125,0,2.6,2.6,0,4.6,4.6,0,2.75,2.75,0,3,3,0,5,5,5,5,2,4,5,5,5,3,5,3,3,4,5,2,2,5,3,2,1,5,5,3,5,5,5,5,3,5,5,3,3,2,3,5,4,2,1,5,5,5,5,2,4,5,5,5,3,5,3,4,5,2,3,2,5,3,2,1,5,5,3,5,5,5,5,3,5,5,3,3,2,3,5,4,2,1
52B8B64B,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Thailand,4,4,4,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
160EFCB7,35-44 years old,Male,Yes,Friend,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 7.0 KM,Race Competitor - Myanmar,5,4,4,3.875,3.1875,-0.6875,3,3.2,0.2,4.4,3.6,-0.8,4.25,4.25,0,2.75,3.25,0.5,4,4,4,4,4,4,4,2,4,3,4,5,4,4,4,4,4,2,3,2,4,4,3,5,5,4,4,5,5,5,4,5,4,4,4,4,4,1,2,4,3,4,4,2,4,5,2,3,2,4,3,3,2,3,3,4,2,3,3,4,5,4,3,4,3,4,4,3,3,3,5,4,3,5,4,4,2,3
42ED7CA4,35-44 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 7.0 KM,Race Competitor - Myanmar,5,5,5,3.1875,3.4375,0.25,3,2,-1,3.4,3.4,0,3.25,3,-0.25,3,3,0,5,4,4,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,4,5,2,4,4,3,4,4,3,2,2,3,2,5,5,5,1,3,3,3,5,2,5,5,5,1,3,1,3,5,1,2,1,5,1,3,2,5,2,2,5,1,5,5,4,4,4,1,3,3,3,1,5
22866CFE,35-44 years old,Female,No,"Colleague, Classmate",Yes,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Thailand,5,4,4,2.75,2.75,0,2.6,2.6,0,4.2,4.2,0,3.75,3.75,0,1.75,1.75,0,3,3,3,3,3,3,3,1,3,1,1,3,4,4,2,4,1,1,5,1,5,5,5,5,3,4,5,4,4,4,3,5,3,3,4,1,3,2,1,3,3,3,3,3,3,3,1,3,1,1,4,4,2,4,3,1,1,5,1,5,5,5,5,3,4,5,4,4,4,3,5,3,3,4,1,3,2,1
71AD64DD,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - China,5,5,5,2.75,2.75,0,3,3,0,4.4,4.4,0,4.25,4.25,0,3.75,3.75,0,3,4,4,4,2,2,2,2,2,3,2,3,4,4,2,1,3,3,4,3,2,5,4,5,3,4,5,5,5,4,4,5,5,3,4,3,3,5,4,3,4,4,4,2,2,2,2,2,3,2,4,4,2,1,3,3,3,4,3,2,5,4,5,3,4,5,5,5,4,4,5,5,3,4,3,3,5,4
45268C17,35-44 years old,Female,Yes,Friend,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,4,5,4,3.8125,3.875,0.0625,3.4,3.6,0.2,4.6,4.2,-0.4,4,4.75,0.75,3,3.75,0.75,5,5,4,2,4,3,5,1,4,3,4,4,4,5,5,3,5,1,5,1,5,5,4,5,5,4,5,5,4,5,4,4,5,2,5,2,5,3,2,5,5,5,3,3,5,5,3,4,3,3,3,5,5,3,2,5,1,5,2,5,5,1,5,5,3,5,5,4,5,4,4,5,5,5,4,5,3,3
E2383A5C,35-44 years old,Female,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,3,3.75,0.75,3,3.2,0.2,3,4.2,1.2,3,4,1,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,5,2,4,4,4,4,4,4,3,3,2,3,4,3,4,5,4,5,2,3,5,5,4,5,4,4,5,3,4,2,4,4,2
D5DA5766,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Nepal,5,5,5,2.75,2.75,0,2.8,2.8,0,3.9,3.9,0,2.25,2.25,0,3.5,3.5,0,5,4,4,1,3,3,5,3,1,1,3,3,1,1,5,1,2,2,5,2,3,4,3,5,3,5,5,5,5,1,3,4,2,1,2,3,3,3,5,5,4,4,1,3,3,5,3,1,1,3,1,1,5,1,3,2,2,5,2,3,4,3,5,3,5,5,5,5,1,3,4,2,1,2,3,3,3,5
65EB5DBC,35-44 years old,Female,No,Colleague,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,8,Competitor - 5.5 KM,Race Competitor - Myanmar,4,5,4,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2BFA423A,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 7.0 KM,Race Competitor - Myanmar,3,4,5,4,3.75,-0.25,3.4,3,-0.4,4.7,3.3,-1.4,4.75,4.25,-0.5,2.75,3,0.25,5,5,5,3,3,3,5,3,3,3,3,5,5,5,5,3,5,1,5,1,5,5,3,5,4,5,5,5,5,5,5,4,5,5,5,3,3,2,3,5,4,5,2,3,4,4,4,3,3,4,4,4,4,4,3,4,3,3,2,3,4,4,5,2,4,3,3,2,3,3,4,5,4,4,3,3,3,3
4EE96CA1,35-44 years old,Female,No,Colleague,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 5.5 KM,Race Competitor - Thailand,5,5,5,3,3,0,2.8,2.8,0,3.5,3.5,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,3,3,3,3,3,3
D128BEC9,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 30.0 KM,Race Competitor - Singapore,5,5,5,2.75,2.75,0,2.8,2.8,0,4,4,0,3.5,3.5,0,3.25,3.25,0,3,3,4,1,3,3,3,2,1,2,3,5,3,3,3,2,3,2,4,1,4,4,4,5,1,3,5,5,5,4,4,4,4,3,3,2,3,5,3,3,3,4,1,3,3,3,2,1,2,3,3,3,3,2,5,3,2,4,1,4,4,4,5,1,3,5,5,5,4,4,4,4,3,3,2,3,5,3
15532640,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 5.5 KM,Race Competitor - Philippines,5,5,5,2.9375,2.9375,0,3,3,0,4.2,4.2,0,4,4,0,3,3,0,3,2,2,3,3,2,4,2,4,3,2,3,2,4,4,4,2,4,3,3,3,5,3,5,5,4,3,4,3,5,5,5,3,3,5,2,4,3,3,3,2,2,3,3,2,4,2,4,3,2,2,4,4,4,3,2,4,3,3,3,5,3,5,5,4,3,4,3,5,5,5,3,3,5,2,4,3,3
55FBBFA8,35-44 years old,Male,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 7.0 KM,Race Competitor - Myanmar,5,5,5,3.4375,3.4375,0,1.8,1.8,0,5,5,0,4.75,4.75,0,1,1,0,5,5,5,1,1,1,5,1,1,2,5,3,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1,5,5,5,1,1,1,5,1,1,2,5,5,5,5,5,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,1,1
9363D88A,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,4.625,4.1875,-0.4375,2.6,2.4,-0.2,4.9,4.4,-0.5,5,5,0,3.5,2.5,-1,5,5,5,3,3,5,5,5,5,3,5,5,5,5,5,5,1,3,3,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,3,3,3,3,5,5,2,3,5,5,5,5,5,1,1,4,1,5,5,5,5,5,1,5,5,3,5,5,5,5,5,5,1,1,5,3
E57FA8B3,35-44 years old,Female,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Myanmar,4,4,4,2.75,2.75,0,3,3,0,3.4,3.4,0,3.25,3.25,0,2.75,2.75,0,3,3,3,3,3,2,3,4,3,3,2,3,2,3,2,2,2,2,4,3,4,4,3,4,2,3,4,4,3,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,2,3,4,3,3,2,2,3,2,2,3,2,2,4,3,4,4,3,4,2,3,4,4,3,4,3,4,3,3,3,3,3,3,2
BF14F090,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,9,Competitor - 7.0 KM,Race Competitor - Myanmar,5,5,5,4.3125,3.9375,-0.375,3,2.8,-0.2,4.6,4.6,0,5,4.25,-0.75,3,2.5,-0.5,5,4,4,3,5,4,3,2,5,4,5,5,5,5,5,5,3,1,5,1,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,3,4,4,3,3,3,1,5,3,5,5,5,5,5,4,3,1,5,1,4,5,3,5,4,5,5,5,4,5,5,5,5,3,4,2,3,2,3
147364AC,35-44 years old,Female,No,Not Applicable,No,9 Postgraduate Degree,3. Bagan 2020 International Friendship Virtual Race,10,Competitor - 5.5 KM,Race Competitor - Myanmar,5,5,5,3.75,2.875,-0.875,3.2,2.8,-0.4,4.1,3.2,-0.9,4.5,3,-1.5,2.25,2.5,0.25,4,4,4,3,2,3,4,4,4,3,4,5,3,5,5,3,3,2,5,1,5,5,3,5,5,3,4,4,4,4,4,5,3,5,5,1,3,2,3,3,3,2,3,3,2,4,3,3,3,3,3,3,2,3,3,3,2,4,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2
56118216,35-44 years old,Male,No,Not Applicable,No,4 Upper Secondary School,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 7.0 KM,Race Competitor - Myanmar,3,5,5,3.9375,3.5625,-0.375,2.4,2.6,0.2,4.7,4.5,-0.2,4,3.5,-0.5,4.25,4,-0.25,5,3,5,1,2,4,5,4,5,3,5,5,5,5,1,5,1,1,3,2,5,5,3,5,4,5,5,5,5,5,5,5,1,5,5,3,5,5,4,5,3,3,2,2,3,5,4,4,4,1,5,5,3,3,5,2,1,3,2,5,5,1,5,4,5,5,5,5,5,5,5,1,3,5,3,4,5,4
2AE49026,35-44 years old,Male,No,Not Applicable,No,8 University Degree,3. Bagan 2020 International Friendship Virtual Race,7,Competitor - 7.0 KM,Race Competitor - Australia,5,5,5,2.1875,2.1875,0,2.8,2.8,0,4.5,4.5,0,3.5,3.5,0,2.25,2.25,0,5,2,1,1,2,1,4,1,1,2,3,2,2,3,2,3,2,2,4,2,4,5,4,5,5,4,5,2,5,5,5,4,2,4,4,2,2,3,2,5,2,1,1,2,1,4,1,1,2,3,2,3,2,3,2,2,2,4,2,4,5,4,5,5,4,5,2,5,5,5,4,2,4,4,2,2,3,2
